         5       363       111       267

EOS                                                                            

  i            rad           emas         rho         pres          nb           kf(e)      kf(mu)       kf(p)       kf(n)      kf(la)      kf(S-)      kf(S0)      kf(S+)         Tc(n)       Tc(p)      Tc(la)    Durca  nSF   Acel   Aion   Zion        mstn        mstp
  214   1.111444E+04   1.399896E+00   3.063E+12   3.170E+30   1.827E-03      1.701E-01                           3.375E-01                                                      1.718E+09                                  1s0  549.8  159.0   50.0   1.000000E+00   0.000000E+00
  215   1.111586E+04   1.399899E+00   2.947E+12   3.071E+30   1.758E-03      1.694E-01                           3.320E-01                                                      1.668E+09                                  1s0  535.4  159.0   50.0   1.000000E+00   0.000000E+00
  216   1.111728E+04   1.399902E+00   2.836E+12   2.972E+30   1.692E-03      1.687E-01                           3.266E-01                                                      1.618E+09                                  1s0  521.4  159.0   50.0   1.000000E+00   0.000000E+00
  217   1.111870E+04   1.399905E+00   2.729E+12   2.873E+30   1.628E-03      1.680E-01                           3.212E-01                                                      1.570E+09                                  1s0  508.1  159.0   50.0   1.000000E+00   0.000000E+00
  218   1.112013E+04   1.399908E+00   2.626E+12   2.775E+30   1.567E-03      1.554E-01                           3.284E-01                                                      1.635E+09                                  1s0  494.2  117.0   40.0   1.000000E+00   0.000000E+00
  219   1.112155E+04   1.399912E+00   2.528E+12   2.676E+30   1.508E-03      1.550E-01                           3.232E-01                                                      1.588E+09                                  1s0  479.3  117.0   40.0   1.000000E+00   0.000000E+00
  220   1.112297E+04   1.399915E+00   2.432E+12   2.577E+30   1.451E-03      1.546E-01                           3.180E-01                                                      1.542E+09                                  1s0  464.9  117.0   40.0   1.000000E+00   0.000000E+00
  221   1.112439E+04   1.399918E+00   2.341E+12   2.478E+30   1.397E-03      1.542E-01                           3.129E-01                                                      1.496E+09                                  1s0  451.1  117.0   40.0   1.000000E+00   0.000000E+00
  222   1.112581E+04   1.399921E+00   2.252E+12   2.380E+30   1.344E-03      1.538E-01                           3.078E-01                                                      1.452E+09                                  1s0  437.8  117.0   40.0   1.000000E+00   0.000000E+00
  223   1.112724E+04   1.399924E+00   2.168E+12   2.281E+30   1.294E-03      1.533E-01                           3.028E-01                                                      1.408E+09                                  1s0  424.9  117.0   40.0   1.000000E+00   0.000000E+00
  224   1.112864E+04   1.399927E+00   2.086E+12   2.202E+30   1.245E-03      1.529E-01                           2.978E-01                                                      1.366E+09                                  1s0  412.6  117.0   40.0   1.000000E+00   0.000000E+00
  225   1.113001E+04   1.399929E+00   2.007E+12   2.150E+30   1.198E-03      1.524E-01                           2.929E-01                                                      1.324E+09                                  1s0  400.8  117.0   40.0   1.000000E+00   0.000000E+00
  226   1.113138E+04   1.399930E+00   1.932E+12   2.099E+30   1.153E-03      1.519E-01                           2.880E-01                                                      1.283E+09                                  1s0  389.4  117.0   40.0   1.000000E+00   0.000000E+00
  227   1.113275E+04   1.399932E+00   1.859E+12   2.047E+30   1.110E-03      1.514E-01                           2.831E-01                                                      1.243E+09                                  1s0  378.4  117.0   40.0   1.000000E+00   0.000000E+00
  228   1.113412E+04   1.399934E+00   1.789E+12   1.995E+30   1.068E-03      1.509E-01                           2.783E-01                                                      1.203E+09                                  1s0  367.8  117.0   40.0   1.000000E+00   0.000000E+00
  229   1.113549E+04   1.399935E+00   1.721E+12   1.943E+30   1.028E-03      1.504E-01                           2.736E-01                                                      1.165E+09                                  1s0  357.6  117.0   40.0   1.000000E+00   0.000000E+00
  230   1.113687E+04   1.399937E+00   1.657E+12   1.892E+30   9.890E-04      1.499E-01                           2.689E-01                                                      1.126E+09                                  1s0  347.9  117.0   40.0   1.000000E+00   0.000000E+00
  231   1.113824E+04   1.399939E+00   1.594E+12   1.840E+30   9.518E-04      1.493E-01                           2.642E-01                                                      1.089E+09                                  1s0  338.4  117.0   40.0   1.000000E+00   0.000000E+00
  232   1.113961E+04   1.399940E+00   1.534E+12   1.788E+30   9.160E-04      1.488E-01                           2.596E-01                                                      1.052E+09                                  1s0  329.4  117.0   40.0   1.000000E+00   0.000000E+00
  233   1.114098E+04   1.399942E+00   1.476E+12   1.736E+30   8.816E-04      1.482E-01                           2.550E-01                                                      1.016E+09                                  1s0  320.6  117.0   40.0   1.000000E+00   0.000000E+00
  234   1.114235E+04   1.399944E+00   1.421E+12   1.685E+30   8.484E-04      1.476E-01                           2.509E-01                                                      9.839E+08                                  1s0  312.3  116.0   40.0   1.000000E+00   0.000000E+00
  235   1.114372E+04   1.399945E+00   1.367E+12   1.633E+30   8.165E-04      1.470E-01                           2.464E-01                                                      9.489E+08                                  1s0  304.3  116.0   40.0   1.000000E+00   0.000000E+00
  236   1.114510E+04   1.399947E+00   1.316E+12   1.581E+30   7.858E-04      1.464E-01                           2.420E-01                                                      9.145E+08                                  1s0  296.6  116.0   40.0   1.000000E+00   0.000000E+00
  237   1.114647E+04   1.399949E+00   1.266E+12   1.529E+30   7.562E-04      1.458E-01                           2.376E-01                                                      8.805E+08                                  1s0  289.2  116.0   40.0   1.000000E+00   0.000000E+00
  238   1.114784E+04   1.399951E+00   1.218E+12   1.478E+30   7.278E-04      1.451E-01                           2.332E-01                                                      8.470E+08                                  1s0  282.1  116.0   40.0   1.000000E+00   0.000000E+00
  239   1.114921E+04   1.399952E+00   1.172E+12   1.426E+30   7.004E-04      1.445E-01                           2.289E-01                                                      8.139E+08                                  1s0  275.2  116.0   40.0   1.000000E+00   0.000000E+00
  240   1.115082E+04   1.399954E+00   1.128E+12   1.382E+30   6.741E-04      1.438E-01                           2.247E-01                                                      7.812E+08                                  1s0  268.6  116.0   40.0   1.000000E+00   0.000000E+00
  241   1.115259E+04   1.399955E+00   1.086E+12   1.345E+30   6.487E-04      1.431E-01                           2.204E-01                                                      7.490E+08                                  1s0  262.2  116.0   40.0   1.000000E+00   0.000000E+00
  242   1.115437E+04   1.399956E+00   1.045E+12   1.308E+30   6.244E-04      1.424E-01                           2.163E-01                                                      7.171E+08                                  1s0  256.1  116.0   40.0   1.000000E+00   0.000000E+00
  243   1.115614E+04   1.399957E+00   1.005E+12   1.270E+30   6.009E-04      1.417E-01                           2.121E-01                                                      6.855E+08                                  1s0  250.2  116.0   40.0   1.000000E+00   0.000000E+00
  244   1.115792E+04   1.399959E+00   9.676E+11   1.233E+30   5.783E-04      1.410E-01                           2.080E-01                                                      6.543E+08                                  1s0  244.6  116.0   40.0   1.000000E+00   0.000000E+00
  245   1.115969E+04   1.399960E+00   9.311E+11   1.196E+30   5.565E-04      1.402E-01                           2.040E-01                                                      6.234E+08                                  1s0  239.1  116.0   40.0   1.000000E+00   0.000000E+00
  246   1.116147E+04   1.399961E+00   8.961E+11   1.158E+30   5.355E-04      1.395E-01                           1.999E-01                                                      5.929E+08                                  1s0  233.9  116.0   40.0   1.000000E+00   0.000000E+00
  247   1.116325E+04   1.399962E+00   8.623E+11   1.121E+30   5.154E-04      1.387E-01                           1.960E-01                                                      5.626E+08                                  1s0  228.8  116.0   40.0   1.000000E+00   0.000000E+00
  248   1.116502E+04   1.399963E+00   8.298E+11   1.083E+30   4.959E-04      1.379E-01                           1.920E-01                                                      5.327E+08                                  1s0  224.0  116.0   40.0   1.000000E+00   0.000000E+00
  249   1.116680E+04   1.399965E+00   7.985E+11   1.046E+30   4.773E-04      1.371E-01                           1.881E-01                                                      5.032E+08                                  1s0  219.3  116.0   40.0   1.000000E+00   0.000000E+00
  250   1.116857E+04   1.399966E+00   7.685E+11   1.009E+30   4.593E-04      1.363E-01                           1.843E-01                                                      4.742E+08                                  1s0  214.8  116.0   40.0   1.000000E+00   0.000000E+00
  251   1.117035E+04   1.399967E+00   7.395E+11   9.714E+29   4.420E-04      1.355E-01                           1.804E-01                                                      4.458E+08                                  1s0  210.5  116.0   40.0   1.000000E+00   0.000000E+00
  252   1.117212E+04   1.399968E+00   7.116E+11   9.340E+29   4.254E-04      1.347E-01                           1.767E-01                                                      4.179E+08                                  1s0  206.3  116.0   40.0   1.000000E+00   0.000000E+00
  253   1.117390E+04   1.399970E+00   6.848E+11   8.967E+29   4.093E-04      1.338E-01                           1.729E-01                                                      3.906E+08                                  1s0  202.3  116.0   40.0   1.000000E+00   0.000000E+00
  254   1.117560E+04   1.399971E+00   6.590E+11   8.659E+29   3.939E-04      1.330E-01                           1.692E-01                                                      3.638E+08                                  1s0  198.4  116.0   40.0   1.000000E+00   0.000000E+00
  255   1.117711E+04   1.399971E+00   6.342E+11   8.504E+29   3.791E-04      1.322E-01                           1.655E-01                                                      3.374E+08                                  1s0  194.5  116.0   40.0   1.000000E+00   0.000000E+00
  256   1.117863E+04   1.399972E+00   6.103E+11   8.349E+29   3.648E-04      1.313E-01                           1.618E-01                                                      3.118E+08                                  1s0  190.8  116.0   40.0   1.000000E+00   0.000000E+00
  257   1.118014E+04   1.399972E+00   5.873E+11   8.194E+29   3.511E-04      1.305E-01                           1.581E-01                                                      2.869E+08                                  1s0  187.2  116.0   40.0   1.000000E+00   0.000000E+00
  258   1.118166E+04   1.399973E+00   5.652E+11   8.038E+29   3.379E-04      1.296E-01                           1.545E-01                                                      2.628E+08                                  1s0  183.8  116.0   40.0   1.000000E+00   0.000000E+00
  259   1.118317E+04   1.399973E+00   5.439E+11   7.883E+29   3.252E-04      1.287E-01                           1.509E-01                                                      2.395E+08                                  1s0  180.5  116.0   40.0   1.000000E+00   0.000000E+00
  260   1.118469E+04   1.399974E+00   5.234E+11   7.728E+29   3.130E-04      1.287E-01                           1.457E-01                                                      2.064E+08                                  1s0  174.1  116.0   40.0   1.000000E+00   0.000000E+00
  261   1.118620E+04   1.399974E+00   5.037E+11   7.573E+29   3.012E-04      1.287E-01                           1.399E-01                                                      1.719E+08                                  1s0  167.4  116.0   40.0   1.000000E+00   0.000000E+00
  262   1.118772E+04   1.399975E+00   4.847E+11   7.417E+29   2.899E-04      1.287E-01                           1.338E-01                                                      1.379E+08                                  1s0  160.9  116.0   40.0   1.000000E+00   0.000000E+00
  263   1.118923E+04   1.399975E+00   4.664E+11   7.262E+29   2.790E-04      1.288E-01                           1.274E-01                                                      1.046E+08                                  1s0  154.7  116.0   40.0   1.000000E+00   0.000000E+00
  264   1.119075E+04   1.399976E+00   4.488E+11   7.107E+29   2.685E-04      1.288E-01                           1.205E-01                                                      7.237E+07                                  1s0  148.8  116.0   40.0   1.000000E+00   0.000000E+00
  265   1.119226E+04   1.399976E+00   4.319E+11   6.951E+29   2.584E-04      1.289E-01                           1.131E-01                                                      4.172E+07                                  1s0  143.0  116.0   40.0   1.000000E+00   0.000000E+00
  266   1.119378E+04   1.399977E+00   4.157E+11   6.796E+29   2.487E-04      1.289E-01                           1.048E-01                                                      1.351E+07                                  1s0  137.5  116.0   40.0   1.000000E+00   0.000000E+00
  267   1.119530E+04   1.399977E+00   4.000E+11   6.641E+29   2.394E-04      1.290E-01                           9.542E-02                                                      7.504E+04                                  1s0  132.2  116.0   40.0   1.000000E+00   0.000000E+00
  268   1.119681E+04   1.399978E+00   3.849E+11   6.486E+29   2.304E-04      1.280E-01                                                                                                                                          130.0  130.0   40.0
  269   1.119833E+04   1.399978E+00   3.704E+11   6.330E+29   2.217E-04      1.264E-01                                                                                                                                          130.0  130.0   40.0
  270   1.119984E+04   1.399979E+00   3.564E+11   6.175E+29   2.133E-04      1.248E-01                                                                                                                                          130.0  130.0   40.0
  271   1.120136E+04   1.399979E+00   3.430E+11   6.020E+29   2.053E-04      1.232E-01                                                                                                                                          130.0  130.0   40.0
  272   1.120333E+04   1.399980E+00   3.301E+11   5.850E+29   1.975E-04      1.216E-01                                                                                                                                          130.0  130.0   40.0
  273   1.120664E+04   1.399981E+00   3.176E+11   5.638E+29   1.901E-04      1.214E-01                                                                                                                                           88.0   88.0   28.0
  274   1.120995E+04   1.399981E+00   3.057E+11   5.427E+29   1.830E-04      1.199E-01                                                                                                                                           88.0   88.0   28.0
  275   1.121325E+04   1.399982E+00   2.941E+11   5.216E+29   1.761E-04      1.184E-01                                                                                                                                           88.0   88.0   28.0
  276   1.121656E+04   1.399983E+00   2.831E+11   5.004E+29   1.695E-04      1.169E-01                                                                                                                                           88.0   88.0   28.0
  277   1.121987E+04   1.399983E+00   2.724E+11   4.793E+29   1.631E-04      1.154E-01                                                                                                                                           88.0   88.0   28.0
  278   1.122317E+04   1.399984E+00   2.621E+11   4.581E+29   1.570E-04      1.148E-01                                                                                                                                           86.0   86.0   28.0
  279   1.122648E+04   1.399985E+00   2.522E+11   4.370E+29   1.511E-04      1.133E-01                                                                                                                                           86.0   86.0   28.0
  280   1.122978E+04   1.399986E+00   2.427E+11   4.159E+29   1.454E-04      1.119E-01                                                                                                                                           86.0   86.0   28.0
  281   1.123309E+04   1.399986E+00   2.336E+11   3.947E+29   1.399E-04      1.105E-01                                                                                                                                           86.0   86.0   28.0
  282   1.123640E+04   1.399987E+00   2.248E+11   3.736E+29   1.346E-04      1.091E-01                                                                                                                                           86.0   86.0   28.0
  283   1.123970E+04   1.399988E+00   2.163E+11   3.524E+29   1.295E-04      1.077E-01                                                                                                                                           86.0   86.0   28.0
  284   1.124286E+04   1.399988E+00   2.081E+11   3.391E+29   1.246E-04      1.063E-01                                                                                                                                           86.0   86.0   28.0
  285   1.124600E+04   1.399989E+00   2.003E+11   3.260E+29   1.200E-04      1.058E-01                                                                                                                                           84.0   84.0   28.0
  286   1.124915E+04   1.399989E+00   1.927E+11   3.129E+29   1.155E-04      1.045E-01                                                                                                                                           84.0   84.0   28.0
  287   1.125230E+04   1.399990E+00   1.855E+11   2.998E+29   1.111E-04      1.031E-01                                                                                                                                           84.0   84.0   28.0
  288   1.125544E+04   1.399990E+00   1.785E+11   2.867E+29   1.069E-04      1.018E-01                                                                                                                                           84.0   84.0   28.0
  289   1.125859E+04   1.399990E+00   1.718E+11   2.736E+29   1.029E-04      1.005E-01                                                                                                                                           84.0   84.0   28.0
  290   1.126174E+04   1.399991E+00   1.653E+11   2.605E+29   9.902E-05      9.924E-02                                                                                                                                           84.0   84.0   28.0
  291   1.126488E+04   1.399991E+00   1.591E+11   2.474E+29   9.530E-05      9.798E-02                                                                                                                                           84.0   84.0   28.0
  292   1.126803E+04   1.399992E+00   1.531E+11   2.343E+29   9.171E-05      9.673E-02                                                                                                                                           84.0   84.0   28.0
  293   1.127118E+04   1.399992E+00   1.473E+11   2.212E+29   8.827E-05      9.551E-02                                                                                                                                           84.0   84.0   28.0
  294   1.127432E+04   1.399993E+00   1.417E+11   2.081E+29   8.495E-05      9.429E-02                                                                                                                                           84.0   84.0   28.0
  295   1.127712E+04   1.399993E+00   1.364E+11   2.005E+29   8.175E-05      9.385E-02                                                                                                                                           82.0   82.0   28.0
  296   1.127991E+04   1.399993E+00   1.313E+11   1.930E+29   7.868E-05      9.266E-02                                                                                                                                           82.0   82.0   28.0
  297   1.128270E+04   1.399993E+00   1.263E+11   1.856E+29   7.572E-05      9.148E-02                                                                                                                                           82.0   82.0   28.0
  298   1.128549E+04   1.399994E+00   1.215E+11   1.781E+29   7.288E-05      9.032E-02                                                                                                                                           82.0   82.0   28.0
  299   1.128828E+04   1.399994E+00   1.170E+11   1.706E+29   7.014E-05      8.918E-02                                                                                                                                           82.0   82.0   28.0
  300   1.129107E+04   1.399994E+00   1.126E+11   1.631E+29   6.751E-05      8.805E-02                                                                                                                                           82.0   82.0   28.0
  301   1.129386E+04   1.399994E+00   1.083E+11   1.557E+29   6.497E-05      8.693E-02                                                                                                                                           82.0   82.0   28.0
  302   1.129665E+04   1.399995E+00   1.042E+11   1.482E+29   6.253E-05      8.653E-02                                                                                                                                           80.0   80.0   28.0
  303   1.129944E+04   1.399995E+00   1.003E+11   1.407E+29   6.017E-05      8.543E-02                                                                                                                                           80.0   80.0   28.0
  304   1.130223E+04   1.399995E+00   9.652E+10   1.333E+29   5.791E-05      8.435E-02                                                                                                                                           80.0   80.0   28.0
  305   1.130502E+04   1.399996E+00   9.288E+10   1.258E+29   5.573E-05      8.327E-02                                                                                                                                           80.0   80.0   28.0
  306   1.130778E+04   1.399996E+00   8.938E+10   1.202E+29   5.363E-05      8.222E-02                                                                                                                                           80.0   80.0   28.0
  307   1.131054E+04   1.399996E+00   8.601E+10   1.154E+29   5.161E-05      8.117E-02                                                                                                                                           80.0   80.0   28.0
  308   1.131329E+04   1.399996E+00   8.277E+10   1.106E+29   4.966E-05      8.082E-02                                                                                                                                           78.0   78.0   28.0
  309   1.131605E+04   1.399996E+00   7.965E+10   1.058E+29   4.779E-05      7.979E-02                                                                                                                                           78.0   78.0   28.0
  310   1.131880E+04   1.399996E+00   7.664E+10   1.010E+29   4.599E-05      7.877E-02                                                                                                                                           78.0   78.0   28.0
  311   1.132155E+04   1.399997E+00   7.375E+10   9.619E+28   4.426E-05      7.777E-02                                                                                                                                           78.0   78.0   28.0
  312   1.132431E+04   1.399997E+00   7.097E+10   9.139E+28   4.259E-05      7.678E-02                                                                                                                                           78.0   78.0   28.0
  313   1.132706E+04   1.399997E+00   6.830E+10   8.659E+28   4.099E-05      7.581E-02                                                                                                                                           78.0   78.0   28.0
  314   1.132981E+04   1.399997E+00   6.572E+10   8.179E+28   3.944E-05      7.484E-02                                                                                                                                           78.0   78.0   28.0
  315   1.133257E+04   1.399997E+00   6.325E+10   7.699E+28   3.796E-05      7.389E-02                                                                                                                                           78.0   78.0   28.0
  316   1.133525E+04   1.399997E+00   6.086E+10   7.252E+28   3.653E-05      7.295E-02                                                                                                                                           78.0   78.0   28.0
  317   1.133753E+04   1.399997E+00   5.857E+10   6.990E+28   3.515E-05      7.202E-02                                                                                                                                           78.0   78.0   28.0
  318   1.133981E+04   1.399998E+00   5.636E+10   6.727E+28   3.383E-05      7.111E-02                                                                                                                                           78.0   78.0   28.0
  319   1.134209E+04   1.399998E+00   5.423E+10   6.465E+28   3.255E-05      7.020E-02                                                                                                                                           78.0   78.0   28.0
  320   1.134437E+04   1.399998E+00   5.219E+10   6.203E+28   3.133E-05      6.931E-02                                                                                                                                           78.0   78.0   28.0
  321   1.134665E+04   1.399998E+00   5.022E+10   5.940E+28   3.015E-05      6.843E-02                                                                                                                                           78.0   78.0   28.0
  322   1.134893E+04   1.399998E+00   4.833E+10   5.678E+28   2.902E-05      6.756E-02                                                                                                                                           78.0   78.0   28.0
  323   1.135121E+04   1.399998E+00   4.651E+10   5.415E+28   2.793E-05      6.671E-02                                                                                                                                           78.0   78.0   28.0
  324   1.135349E+04   1.399998E+00   4.475E+10   5.153E+28   2.688E-05      6.586E-02                                                                                                                                           78.0   78.0   28.0
  325   1.135577E+04   1.399998E+00   4.307E+10   4.891E+28   2.587E-05      6.502E-02                                                                                                                                           78.0   78.0   28.0
  326   1.135806E+04   1.399998E+00   4.144E+10   4.628E+28   2.489E-05      6.514E-02                                                                                                                                           80.0   80.0   30.0
  327   1.136034E+04   1.399998E+00   3.988E+10   4.366E+28   2.395E-05      6.431E-02                                                                                                                                           80.0   80.0   30.0
  328   1.136263E+04   1.399998E+00   3.838E+10   4.176E+28   2.305E-05      6.349E-02                                                                                                                                           80.0   80.0   30.0
  329   1.136493E+04   1.399999E+00   3.693E+10   4.004E+28   2.218E-05      6.268E-02                                                                                                                                           80.0   80.0   30.0
  330   1.136723E+04   1.399999E+00   3.554E+10   3.832E+28   2.134E-05      6.188E-02                                                                                                                                           80.0   80.0   30.0
  331   1.136953E+04   1.399999E+00   3.420E+10   3.661E+28   2.054E-05      6.109E-02                                                                                                                                           80.0   80.0   30.0
  332   1.137183E+04   1.399999E+00   3.291E+10   3.489E+28   1.976E-05      6.032E-02                                                                                                                                           80.0   80.0   30.0
  333   1.137413E+04   1.399999E+00   3.167E+10   3.317E+28   1.902E-05      5.955E-02                                                                                                                                           80.0   80.0   30.0
  334   1.137643E+04   1.399999E+00   3.048E+10   3.145E+28   1.830E-05      5.879E-02                                                                                                                                           80.0   80.0   30.0
  335   1.137873E+04   1.399999E+00   2.933E+10   2.973E+28   1.762E-05      5.805E-02                                                                                                                                           80.0   80.0   30.0
  336   1.138103E+04   1.399999E+00   2.822E+10   2.801E+28   1.695E-05      5.731E-02                                                                                                                                           80.0   80.0   30.0
  337   1.138333E+04   1.399999E+00   2.716E+10   2.630E+28   1.632E-05      5.659E-02                                                                                                                                           80.0   80.0   30.0
  338   1.138545E+04   1.399999E+00   2.613E+10   2.493E+28   1.570E-05      5.587E-02                                                                                                                                           80.0   80.0   30.0
  339   1.138734E+04   1.399999E+00   2.515E+10   2.400E+28   1.511E-05      5.516E-02                                                                                                                                           80.0   80.0   30.0
  340   1.138923E+04   1.399999E+00   2.420E+10   2.308E+28   1.454E-05      5.445E-02                                                                                                                                           80.0   80.0   30.0
  341   1.139112E+04   1.399999E+00   2.329E+10   2.215E+28   1.399E-05      5.376E-02                                                                                                                                           80.0   80.0   30.0
  342   1.139300E+04   1.399999E+00   2.241E+10   2.123E+28   1.347E-05      5.308E-02                                                                                                                                           80.0   80.0   30.0
  343   1.139489E+04   1.399999E+00   2.157E+10   2.030E+28   1.296E-05      5.240E-02                                                                                                                                           80.0   80.0   30.0
  344   1.139678E+04   1.399999E+00   2.075E+10   1.938E+28   1.247E-05      5.217E-02                                                                                                                                           78.0   78.0   30.0
  345   1.139867E+04   1.399999E+00   1.997E+10   1.845E+28   1.200E-05      5.151E-02                                                                                                                                           78.0   78.0   30.0
  346   1.140056E+04   1.399999E+00   1.922E+10   1.753E+28   1.155E-05      5.086E-02                                                                                                                                           78.0   78.0   30.0
  347   1.140244E+04   1.399999E+00   1.849E+10   1.660E+28   1.112E-05      5.021E-02                                                                                                                                           78.0   78.0   30.0
  348   1.140433E+04   1.399999E+00   1.780E+10   1.568E+28   1.070E-05      4.957E-02                                                                                                                                           78.0   78.0   30.0
  349   1.140617E+04   1.399999E+00   1.713E+10   1.488E+28   1.030E-05      4.894E-02                                                                                                                                           78.0   78.0   30.0
  350   1.140789E+04   1.399999E+00   1.648E+10   1.433E+28   9.909E-06      4.850E-02                                                                                                                                           72.0   72.0   28.0
  351   1.140962E+04   1.399999E+00   1.586E+10   1.378E+28   9.535E-06      4.788E-02                                                                                                                                           72.0   72.0   28.0
  352   1.141135E+04   1.400000E+00   1.526E+10   1.323E+28   9.175E-06      4.727E-02                                                                                                                                           72.0   72.0   28.0
  353   1.141307E+04   1.400000E+00   1.469E+10   1.268E+28   8.829E-06      4.667E-02                                                                                                                                           72.0   72.0   28.0
  354   1.141480E+04   1.400000E+00   1.413E+10   1.213E+28   8.496E-06      4.608E-02                                                                                                                                           72.0   72.0   28.0
  355   1.141653E+04   1.400000E+00   1.360E+10   1.158E+28   8.176E-06      4.549E-02                                                                                                                                           72.0   72.0   28.0
  356   1.141825E+04   1.400000E+00   1.309E+10   1.103E+28   7.867E-06      4.491E-02                                                                                                                                           72.0   72.0   28.0
  357   1.141998E+04   1.400000E+00   1.259E+10   1.048E+28   7.571E-06      4.493E-02                                                                                                                                           84.0   84.0   34.0
  358   1.142171E+04   1.400000E+00   1.212E+10   9.933E+27   7.285E-06      4.436E-02                                                                                                                                           84.0   84.0   34.0
  359   1.142343E+04   1.400000E+00   1.166E+10   9.383E+27   7.010E-06      4.380E-02                                                                                                                                           84.0   84.0   34.0
  360   1.142515E+04   1.400000E+00   1.122E+10   8.878E+27   6.746E-06      4.324E-02                                                                                                                                           84.0   84.0   34.0
  361   1.142684E+04   1.400000E+00   1.080E+10   8.522E+27   6.491E-06      4.269E-02                                                                                                                                           84.0   84.0   34.0
  362   1.142853E+04   1.400000E+00   1.039E+10   8.166E+27   6.246E-06      4.215E-02                                                                                                                                           84.0   84.0   34.0
  363   1.143022E+04   1.400000E+00   1.000E+10   7.810E+27   6.011E-06      4.161E-02                                                                                                                                           84.0   84.0   34.0
